,gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,met_o,age,field,race,imprace,imprelig,from,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr3_1,sinc3_1,fun3_1,intel3_1,attr,sinc,intel,fun,met,iid,pid,match
41,0,1,22.0,2,60.0,0.0,0.0,40.0,0.0,0.0,6.0,7.0,10.0,7.0,1.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,8.0,6.0,6.0,5.0,1.0,117,19,1.0
42,0,0,22.0,4,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,1.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,4.0,6.0,8.0,8.0,1.0,117,68,0.0
43,0,1,23.0,2,30.0,5.0,15.0,40.0,5.0,5.0,6.0,8.0,6.0,8.0,1.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,8.0,5.0,5.0,7.0,1.0,117,45,0.0
44,0,0,24.0,3,30.0,10.0,20.0,10.0,10.0,20.0,5.0,9.0,9.0,7.0,2.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,6.0,7.0,7.0,5.0,2.0,117,221,1.0
45,0,1,25.0,2,50.0,0.0,30.0,10.0,0.0,10.0,5.0,8.0,7.0,7.0,2.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,5.0,6.0,7.0,5.0,2.0,117,152,0.0
46,0,1,30.0,2,35.0,15.0,25.0,10.0,5.0,10.0,2.0,3.0,4.0,4.0,2.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,6.0,6.0,8.0,5.0,2.0,117,308,0.0
47,0,1,27.0,2,33.33,11.11,11.11,11.11,11.11,22.22,5.0,5.0,6.0,5.0,2.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,5.0,5.0,7.0,6.0,2.0,117,499,0.0
48,0,1,28.0,2,50.0,0.0,25.0,10.0,0.0,15.0,5.0,9.0,9.0,9.0,2.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,7.0,5.0,7.0,8.0,2.0,117,378,0.0
49,0,1,24.0,2,100.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.0,2.0,21.0,Law,2,8.0,1.0,Bowdoin College,2.0,4.0,1.0,lawyer,1.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,20.0,5.0,25.0,25.0,10.0,6.0,3.0,6.0,10.0,9.0,6.0,7.0,9.0,2.0,117,552,0.0
50,0,0,27.0,2,35.0,20.0,20.0,20.0,0.0,5.0,7.0,9.0,8.0,9.0,2.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,6.0,9.0,7.0,6.0,2.0,199,449,0.0
51,0,0,22.0,2,60.0,0.0,0.0,40.0,0.0,0.0,6.0,8.0,10.0,6.0,2.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,6.0,9.0,9.0,6.0,2.0,199,19,1.0
52,0,1,22.0,4,19.0,18.0,19.0,18.0,14.0,12.0,10.0,10.0,10.0,10.0,1.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,4.0,7.0,9.0,4.0,1.0,199,68,0.0
53,0,0,23.0,2,30.0,5.0,15.0,40.0,5.0,5.0,6.0,8.0,8.0,7.0,2.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,8.0,6.0,7.0,8.0,2.0,199,45,0.0
54,0,0,24.0,3,30.0,10.0,20.0,10.0,10.0,20.0,9.0,7.0,9.0,7.0,1.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,5.0,4.0,8.0,8.0,1.0,199,221,0.0
55,0,0,25.0,2,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,8.0,8.0,2.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,3.0,7.0,6.0,1.0,2.0,199,152,0.0
56,0,0,30.0,2,35.0,15.0,25.0,10.0,5.0,10.0,5.0,6.0,8.0,4.0,2.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,2.0,199,308,1.0
57,0,0,27.0,2,33.33,11.11,11.11,11.11,11.11,22.22,6.0,7.0,8.0,7.0,2.0,23.0,law,4,1.0,1.0,MD,1.0,3.0,1.0,lawyer,1.0,10.0,8.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,10.0,25.0,20.0,25.0,5.0,5.0,7.0,8.0,9.0,4.0,8.0,9.0,2.0,2.0,199,499,1.0
