gender,match,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,met_o,age,field,race,imprace,imprelig,from,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr3_1,sinc3_1,fun3_1,intel3_1,attr,sinc,intel,fun,met,iid,pid,shar1_1
0,0,0,28.0,2.0,50.0,10.0,30.0,10.0,0.0,0.0,5.0,8.0,6.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,6.0,6.0,2.0,386,528,
0,0,0,26.0,2.0,25.0,10.0,20.0,20.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,291,
0,0,0,21.0,2.0,60.0,15.0,0.0,15.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,522,
0,0,0,22.0,2.0,21.0,20.0,19.0,20.0,10.0,10.0,6.0,7.0,7.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,0.0,2.0,386,271,
0,0,0,22.0,2.0,30.0,10.0,20.0,30.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,359,
0,0,0,25.0,2.0,30.0,0.0,30.0,30.0,10.0,0.0,7.0,7.0,7.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,3.0,0.0,2.0,386,75,
0,0,0,24.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,175,
0,1,0,29.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,5.0,8.0,7.0,8.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,5.0,2.0,427,150,20.0
0,0,1,22.0,6.0,20.0,15.0,20.0,20.0,5.0,10.0,6.0,6.0,5.0,10.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,7.0,10.0,10.0,3.0,2.0,427,214,20.0
0,0,0,27.0,1.0,21.0,17.0,22.0,20.0,8.0,13.0,3.0,6.0,5.0,4.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,5.0,1.0,9.0,1.0,2.0,427,515,20.0
0,0,0,28.0,2.0,50.0,10.0,30.0,10.0,0.0,0.0,4.0,7.0,7.0,4.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,2.0,427,528,20.0
0,0,0,26.0,2.0,25.0,10.0,20.0,20.0,15.0,10.0,6.0,6.0,6.0,8.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,6.0,10.0,10.0,8.0,2.0,427,291,20.0
0,0,0,21.0,2.0,60.0,15.0,0.0,15.0,0.0,10.0,4.0,8.0,6.0,6.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,2.0,10.0,10.0,1.0,2.0,427,522,20.0
0,0,0,22.0,2.0,21.0,20.0,19.0,20.0,10.0,10.0,5.0,8.0,7.0,6.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,10.0,4.0,8.0,1.0,2.0,427,271,20.0
0,0,0,22.0,2.0,30.0,10.0,20.0,30.0,0.0,10.0,4.0,7.0,6.0,6.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,7.0,10.0,10.0,9.0,2.0,427,359,20.0
0,0,0,25.0,2.0,30.0,0.0,30.0,30.0,10.0,0.0,6.0,8.0,8.0,7.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,2.0,427,75,20.0
0,0,1,24.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,6.0,7.0,6.0,2.0,29.0,psychology,6.0,3.0,10.0,New Jersey,4.0,6.0,2.0,comedienne,6.0,3.0,1.0,9.0,9.0,5.0,5.0,3.0,1.0,5.0,5.0,2.0,10.0,7.0,6.0,9.0,5.0,5.0,5.0,20.0,25.0,15.0,15.0,7.0,9.0,9.0,9.0,2.0,10.0,10.0,5.0,2.0,427,175,20.0
0,0,0,29.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,3.0,6.0,,5.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,5.0,8.0,7.0,8.0,2.0,80,150,20.0
0,0,0,22.0,6.0,20.0,15.0,20.0,20.0,5.0,10.0,0.0,6.0,5.0,4.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,6.0,8.0,7.0,8.0,2.0,80,214,20.0
0,0,0,27.0,1.0,21.0,17.0,22.0,20.0,8.0,13.0,4.0,6.0,6.0,5.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,7.0,7.0,8.0,7.0,2.0,80,515,20.0
0,0,1,28.0,2.0,50.0,10.0,30.0,10.0,0.0,0.0,2.0,8.0,8.0,4.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,8.0,8.0,8.0,8.0,2.0,80,528,20.0
0,0,1,26.0,2.0,25.0,10.0,20.0,20.0,15.0,10.0,5.0,8.0,9.0,7.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,6.0,5.0,6.0,8.0,2.0,80,291,20.0
0,1,1,21.0,2.0,60.0,15.0,0.0,15.0,0.0,10.0,6.0,6.0,8.0,7.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,6.0,9.0,8.0,8.0,2.0,80,522,20.0
0,0,1,22.0,2.0,21.0,20.0,19.0,20.0,10.0,10.0,5.0,8.0,7.0,5.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,7.0,7.0,8.0,8.0,2.0,80,271,20.0
0,0,1,22.0,2.0,30.0,10.0,20.0,30.0,0.0,10.0,3.0,7.0,7.0,3.0,,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,6.0,5.0,7.0,8.0,2.0,80,359,20.0
0,0,1,25.0,2.0,30.0,0.0,30.0,30.0,10.0,0.0,5.0,9.0,10.0,7.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,5.0,8.0,8.0,8.0,2.0,80,75,20.0
0,1,0,24.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,7.0,8.0,6.0,2.0,28.0,German Literature,2.0,1.0,5.0,"Tuscaloosa, Alabama",1.0,5.0,2.0,Academic,2.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,1.0,5.0,10.0,6.0,10.0,10.0,8.0,10.0,8.0,7.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,6.0,8.0,8.0,8.0,2.0,80,175,20.0
0,0,1,29.0,3.0,20.0,25.0,15.0,15.0,53.0,20.0,9.0,8.0,8.0,8.0,2.0,26.0,law,3.0,1.0,1.0,"Albuquerque, NM",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,30.0,10.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,2.0,162,150,10.0
0,1,0,22.0,6.0,20.0,15.0,20.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,1.0,26.0,law,3.0,1.0,1.0,"Albuquerque, NM",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,30.0,10.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1.0,162,214,10.0
0,0,0,27.0,1.0,21.0,17.0,22.0,20.0,8.0,13.0,8.0,7.0,6.0,5.0,2.0,26.0,law,3.0,1.0,1.0,"Albuquerque, NM",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,30.0,10.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,6.0,7.0,7.0,5.0,2.0,162,515,10.0
0,1,0,28.0,2.0,50.0,10.0,30.0,10.0,0.0,0.0,8.0,6.0,8.0,6.0,2.0,26.0,law,3.0,1.0,1.0,"Albuquerque, NM",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,30.0,10.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,2.0,162,528,10.0
0,0,0,26.0,2.0,25.0,10.0,20.0,20.0,15.0,10.0,8.0,6.0,7.0,5.0,2.0,26.0,law,3.0,1.0,1.0,"Albuquerque, NM",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,30.0,10.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,2.0,162,291,10.0
0,0,0,21.0,2.0,60.0,15.0,0.0,15.0,0.0,10.0,10.0,6.0,8.0,10.0,2.0,26.0,law,3.0,1.0,1.0,"Albuquerque, NM",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,30.0,10.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,2.0,162,522,10.0
0,0,0,22.0,2.0,21.0,20.0,19.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,2.0,26.0,law,3.0,1.0,1.0,"Albuquerque, NM",2.0,7.0,2.0,attorney,1.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,30.0,10.0,20.0,20.0,10.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,6.0,,162,271,10.0
